ax,ay,az,gx,gy,gz,sequence_id
1.05,-0.29,9.17,0.0,-0.03,-0.02,26
1.16,-0.27,9.14,0.03,-0.03,-0.01,26
1.04,-0.28,9.27,0.04,-0.04,-0.01,26
1.09,-0.25,9.17,0.04,-0.06,-0.02,26
1.29,-0.21,9.12,0.07,-0.06,-0.0,26
1.17,-0.15,9.4,0.08,-0.02,0.01,26
1.12,-0.11,9.39,0.0,-0.0,0.01,26
1.03,-0.12,9.29,-0.02,0.02,-0.02,26
1.02,-0.23,9.09,-0.02,0.05,-0.05,26
0.85,-0.15,9.07,0.01,0.16,-0.13,26
1.11,-0.25,8.98,0.03,0.33,-0.21,26
0.89,-0.32,8.62,0.17,0.55,-0.19,26
1.08,0.34,8.44,0.44,1.4,-0.44,26
3.42,2.07,12.28,0.83,1.28,-0.4,26
4.07,2.63,17.4,-0.1,1.34,0.0,26
4.06,3.19,17.72,-1.53,1.48,0.46,26
2.62,3.1,14.08,-2.62,2.06,0.89,26
0.78,3.87,13.2,-3.37,2.15,0.87,26
0.25,4.27,10.03,-4.21,2.42,1.05,26
-1.99,3.81,6.34,-4.93,2.53,1.21,26
-5.41,2.86,1.56,-5.36,3.07,0.77,26
-5.78,1.53,-2.61,-5.41,3.18,0.21,26
-6.45,0.18,-6.76,-4.54,2.43,-0.41,26
-5.34,-1.53,-10.23,-3.57,1.18,-0.14,26
-5.75,-3.33,-12.78,-2.29,0.45,0.03,26
-6.19,-4.58,-11.52,-0.76,-0.27,0.12,26
1.84,-0.18,9.17,0.01,-0.04,-0.02,27
1.88,-0.18,9.17,-0.0,-0.02,-0.02,27
1.8,-0.15,9.2,-0.0,-0.01,-0.01,27
1.75,-0.21,9.17,-0.01,-0.01,-0.03,27
1.81,-0.18,9.09,0.03,-0.04,-0.03,27
1.85,-0.18,9.28,0.03,-0.02,-0.03,27
1.83,-0.15,9.16,-0.01,0.01,-0.03,27
1.51,-0.17,9.33,0.0,0.03,-0.06,27
1.65,-0.16,9.21,-0.05,0.02,-0.12,27
1.98,-0.18,8.92,0.02,-0.05,-0.09,27
2.01,-0.09,9.33,0.03,-0.02,-0.06,27
1.93,-0.1,9.19,-0.01,0.01,-0.02,27
1.78,-0.17,9.15,0.01,0.01,-0.0,27
1.7,-0.13,9.2,0.0,-0.0,-0.02,27
1.82,-0.14,9.22,0.01,-0.02,-0.01,27
1.81,-0.09,9.19,-0.0,-0.01,-0.01,27
1.71,-0.12,9.16,-0.0,-0.01,-0.01,27
1.77,-0.11,9.22,0.01,-0.01,-0.03,27
1.81,-0.1,9.12,0.0,-0.02,-0.02,27
1.83,-0.07,9.25,0.02,0.0,-0.02,27
1.75,-0.08,9.17,0.0,0.0,-0.02,27
1.79,-0.09,9.17,0.02,0.02,-0.03,27
1.71,-0.37,9.07,0.0,0.04,-0.05,27
1.25,-0.22,8.69,0.08,0.13,-0.2,27
2.19,0.14,9.1,0.17,0.32,-0.29,27
2.62,0.25,8.78,0.13,0.76,-0.16,27
1.29,0.01,8.89,0.3,1.13,-0.01,27
1.25,0.38,10.6,0.2,1.05,-0.08,27
1.88,1.6,10.5,0.69,0.42,-0.09,27
3.88,3.1,18.3,0.17,0.8,0.06,27
4.35,3.45,17.87,-1.7,1.51,0.36,27
3.0,3.18,13.4,-2.67,1.87,0.64,27
2.32,3.35,11.73,-3.25,2.05,0.75,27
0.75,3.23,10.09,-4.0,2.37,0.93,27
-1.42,2.57,6.26,-4.54,2.33,0.97,27
-3.54,1.4,3.48,-4.62,2.46,0.72,27
-3.89,0.91,1.83,-4.76,1.9,0.48,27
-3.95,0.25,-4.24,-4.79,2.34,0.46,27
-8.19,-1.97,-6.97,-4.25,1.97,0.21,27
-6.23,-3.88,-11.78,-2.59,0.42,-0.05,27
-6.85,-5.38,-10.81,-1.38,-0.17,0.32,27
-6.97,-5.65,-8.83,-0.49,-0.23,0.35,27
-7.34,-6.04,-6.22,-0.04,-0.42,0.39,27
-9.3,-7.09,-5.71,0.05,-0.15,0.31,27
0.94,-0.91,9.25,-0.08,0.02,0.05,28
0.85,-0.98,9.01,-0.05,0.04,0.02,28
0.73,-0.94,9.18,-0.02,0.05,-0.01,28
0.88,-0.87,9.17,-0.02,0.04,-0.03,28
0.75,-0.93,9.24,0.01,-0.01,-0.0,28
0.95,-0.94,9.12,-0.0,0.02,-0.02,28
0.87,-0.92,9.2,0.04,-0.01,0.0,28
0.76,-0.84,9.29,0.04,-0.02,-0.01,28
0.8,-0.77,9.31,0.01,-0.02,-0.03,28
0.89,-0.83,9.15,0.02,-0.04,-0.02,28
0.86,-0.81,9.25,0.03,-0.05,-0.02,28
0.96,-0.78,9.22,0.01,-0.01,-0.03,28
1.04,-0.8,9.3,-0.0,0.01,-0.02,28
0.91,-0.81,9.19,-0.02,0.03,-0.0,28
0.83,-0.86,9.17,0.0,0.02,-0.02,28
0.82,-0.78,9.15,0.02,-0.02,-0.02,28
0.91,-0.75,9.32,0.02,-0.03,-0.02,28
0.91,-0.77,9.25,-0.0,-0.0,-0.02,28
0.87,-0.76,9.2,0.0,-0.01,-0.02,28
0.8,-0.76,9.23,0.01,-0.01,-0.03,28
0.91,-0.75,9.2,0.01,-0.04,-0.03,28
0.97,-0.74,9.23,-0.0,-0.01,-0.03,28
0.88,-0.77,9.16,0.01,0.01,-0.03,28
0.9,-0.79,9.17,0.01,0.04,-0.05,28
0.82,-0.65,8.74,0.06,0.19,-0.08,28
0.7,-0.84,9.05,0.16,0.39,-0.11,28
0.81,-0.72,8.9,0.14,0.97,-0.18,28
-0.4,-0.05,11.77,0.39,1.16,-0.61,28
4.73,1.31,14.06,0.49,-0.15,-0.48,28
5.63,2.18,17.01,-0.59,1.26,0.11,28
4.98,2.71,16.12,-1.82,1.54,0.71,28
2.95,3.12,13.32,-2.69,1.56,1.38,28
0.26,3.22,11.62,-3.4,1.84,1.46,28
-0.49,3.49,8.42,-4.11,1.9,1.68,28
-3.44,3.28,5.27,-4.56,2.0,1.64,28
-3.61,3.37,2.44,-5.12,2.39,1.66,28
-8.06,1.39,-3.41,-5.23,2.88,1.12,28
-6.97,-0.4,-6.69,-4.33,1.91,0.32,28
-6.95,-2.42,-9.28,-3.23,1.25,0.3,28
-7.73,-4.36,-11.44,-2.03,-0.03,0.21,28
-7.98,-5.08,-9.11,-0.92,0.19,0.11,28
2.21,-0.3,9.17,0.09,0.0,0.01,29
1.95,-0.27,9.29,0.07,0.03,0.04,29
1.92,-0.36,9.1,0.05,0.01,0.05,29
1.9,-0.38,9.05,0.1,-0.07,0.08,29
1.75,-0.29,9.36,0.1,-0.02,0.04,29
1.64,-0.25,9.5,-0.02,0.08,-0.05,29
1.97,-0.24,9.05,-0.05,0.05,-0.06,29
1.76,-0.26,9.33,0.0,0.0,-0.04,29
1.87,-0.24,9.14,-0.01,0.0,-0.05,29
1.92,-0.23,9.19,0.01,-0.02,-0.03,29
1.88,-0.21,9.26,-0.01,-0.01,-0.02,29
1.93,-0.25,9.19,-0.02,-0.01,-0.01,29
1.75,-0.24,9.27,-0.03,0.0,-0.02,29
1.89,-0.32,9.03,-0.03,0.01,-0.04,29
1.92,-0.31,9.12,-0.0,-0.02,-0.02,29
1.97,-0.3,9.06,0.02,-0.01,-0.01,29
1.88,-0.23,9.19,0.04,-0.01,0.01,29
1.84,-0.21,9.23,0.03,0.01,0.0,29
1.9,-0.2,9.3,-0.01,0.04,0.0,29
1.75,-0.24,9.01,-0.0,0.02,0.0,29
1.72,-0.26,9.28,0.01,0.03,-0.03,29
1.35,-0.16,9.24,-0.03,0.14,-0.11,29
1.01,-0.34,9.52,-0.12,0.35,-0.29,29
0.58,-0.55,8.33,-0.14,0.87,-0.72,29
2.03,0.12,10.0,0.03,1.95,-1.08,29
4.29,0.08,10.99,-0.2,1.56,-0.46,29
4.36,2.13,14.55,0.18,1.16,0.17,29
3.68,2.51,18.75,-1.11,1.77,0.57,29
2.72,2.97,16.18,-2.48,1.73,0.91,29
1.86,3.38,13.22,-3.3,2.13,1.08,29
0.71,3.62,11.19,-4.12,2.02,1.33,29
-1.77,3.58,6.25,-4.61,1.66,1.76,29
-4.55,2.9,3.01,-4.88,1.83,1.72,29
-6.33,2.26,-0.76,-5.18,2.27,1.16,29
-5.96,2.06,-4.86,-4.92,2.54,0.57,29
-9.0,-1.12,-11.31,-4.12,1.59,0.62,29
-8.0,-2.92,-12.31,-1.9,-0.21,0.26,29
-7.95,-4.8,-10.21,-1.0,0.01,0.26,29
-7.3,-4.78,-6.68,-0.33,0.22,0.08,29
-8.62,-5.84,-6.09,-0.1,0.15,0.05,29
-9.01,-5.95,-5.11,0.3,-0.33,0.01,29
1.34,-0.79,9.13,-0.01,-0.01,-0.04,30
1.26,-0.75,9.0,0.02,0.01,-0.04,30
1.06,-0.63,9.23,0.06,-0.01,-0.05,30
1.11,-0.57,9.17,0.06,-0.02,-0.08,30
1.28,-0.54,9.31,0.07,-0.07,-0.07,30
1.39,-0.51,9.37,0.03,-0.09,-0.05,30
1.34,-0.52,9.16,-0.0,-0.02,-0.05,30
1.33,-0.52,9.21,0.02,-0.02,-0.04,30
1.24,-0.48,9.26,0.01,-0.04,-0.04,30
1.35,-0.47,9.23,0.01,-0.02,-0.04,30
1.33,-0.49,9.23,-0.01,-0.01,-0.05,30
1.32,-0.52,9.19,0.0,-0.03,-0.04,30
1.38,-0.49,9.32,0.0,-0.03,-0.03,30
1.35,-0.49,9.14,-0.01,-0.03,-0.03,30
1.33,-0.54,9.16,0.03,-0.04,-0.04,30
1.36,-0.48,9.19,0.03,-0.04,-0.05,30
1.48,-0.46,9.22,0.02,-0.05,-0.03,30
1.51,-0.42,9.14,0.02,-0.06,-0.02,30
1.54,-0.47,9.01,0.05,-0.04,0.01,30
1.24,-0.6,8.57,0.17,-0.06,0.0,30
1.28,-0.34,9.28,0.26,-0.07,-0.08,30
1.63,0.0,9.65,0.21,-0.12,-0.07,30
1.75,0.14,9.73,0.07,-0.07,-0.02,30
1.84,-0.06,9.11,-0.02,0.07,0.0,30
1.47,-0.3,8.69,0.06,0.27,0.01,30
1.17,0.03,9.66,0.06,0.44,-0.11,30
2.51,-0.28,9.72,-0.09,0.87,-0.02,30
0.32,0.36,9.99,-0.08,1.56,-0.12,30
1.84,0.63,11.92,0.18,0.93,-0.69,30
5.43,2.39,17.36,-0.34,1.64,-0.25,30
2.39,2.07,16.84,-1.78,2.33,0.1,30
1.92,2.65,14.1,-2.69,2.25,0.12,30
0.93,2.7,11.57,-3.33,2.11,0.36,30
-0.33,2.83,8.48,-3.8,1.7,0.64,30
-1.79,2.23,6.02,-4.12,1.53,0.87,30
-4.26,2.04,3.32,-4.43,1.51,0.91,30
-4.69,1.19,0.63,-4.9,1.64,0.86,30
-7.55,-0.07,-6.66,-4.98,1.98,0.7,30
-9.49,-2.76,-11.54,-3.65,1.27,0.35,30
-7.25,-4.16,-9.99,-2.13,0.41,-0.15,30
-6.83,-5.2,-9.51,-1.31,0.41,0.03,30
-5.63,-5.67,-8.64,-0.53,-0.25,0.02,30
-7.18,-6.88,-6.25,-0.14,0.19,0.16,30
-7.99,-6.79,-6.05,0.26,-0.27,-0.01,30
-7.33,-6.35,-3.42,0.54,-0.42,-0.11,30
1.28,-0.48,9.08,0.04,-0.03,-0.04,31
1.56,-0.3,9.28,0.04,-0.0,-0.06,31
1.67,-0.23,9.34,0.02,0.01,-0.02,31
1.62,-0.3,9.14,-0.0,0.03,0.03,31
1.48,-0.36,8.97,0.05,-0.0,0.07,31
1.13,-0.34,9.33,0.09,-0.05,0.05,31
1.24,-0.24,9.36,0.03,0.0,-0.05,31
1.5,-0.12,9.32,0.0,-0.01,-0.04,31
1.45,-0.2,9.26,-0.02,0.02,-0.04,31
1.41,-0.27,9.06,-0.01,0.0,-0.03,31
1.34,-0.24,9.3,0.01,0.01,-0.04,31
1.47,-0.2,9.24,-0.01,0.0,-0.05,31
1.48,-0.24,9.15,0.0,-0.01,-0.02,31
1.41,-0.26,9.22,0.01,-0.0,-0.03,31
1.35,-0.23,9.22,0.01,0.0,-0.04,31
1.41,-0.17,9.2,0.01,-0.02,-0.03,31
1.49,-0.16,9.42,-0.01,0.01,-0.03,31
1.43,-0.21,8.99,-0.02,0.01,-0.01,31
1.31,-0.23,9.36,-0.01,0.02,-0.03,31
1.45,-0.22,9.01,-0.0,-0.0,-0.03,31
1.36,-0.17,9.26,0.03,0.0,-0.03,31
1.34,-0.22,9.11,0.01,0.03,-0.06,31
1.25,-0.21,9.16,0.03,0.12,-0.11,31
1.52,-0.19,9.22,0.0,0.19,-0.14,31
1.01,-0.05,9.17,0.02,0.49,-0.21,31
1.68,-0.23,9.94,-0.09,1.03,-0.29,31
2.04,-0.06,9.4,-0.02,1.26,-0.04,31
2.09,1.18,14.15,-0.17,1.37,-0.3,31
4.74,2.1,16.37,-0.3,-0.13,0.26,31
3.88,2.41,17.06,-1.6,1.21,0.76,31
2.02,2.23,13.91,-2.88,2.55,0.66,31
0.07,2.08,11.44,-3.56,2.45,0.7,31
-1.29,2.11,8.18,-4.02,2.2,0.61,31
-1.4,2.52,6.16,-4.38,2.31,0.44,31
-1.07,2.56,3.21,-4.79,2.2,0.75,31
-4.6,1.42,-0.78,-5.09,2.39,0.74,31
-5.6,0.04,-5.89,-4.8,1.99,0.56,31
-7.47,-2.49,-11.16,-3.65,0.95,0.24,31
-7.58,-4.74,-14.08,-1.78,-0.3,0.36,31
-7.21,-4.95,-8.73,-0.79,-0.42,0.13,31
-8.17,-6.03,-9.25,-0.24,-0.37,0.02,31
-6.14,-6.06,-5.1,0.3,-0.59,0.11,31
-7.81,-6.66,-4.61,0.23,-0.45,0.09,31
-7.74,-6.41,-3.15,0.47,-0.47,-0.0,31
0.7,-0.94,9.36,0.02,-0.0,-0.03,32
0.84,-0.88,9.13,0.01,0.0,-0.01,32
0.7,-0.91,9.26,0.02,0.01,0.01,32
0.56,-0.91,9.26,-0.01,0.01,-0.01,32
0.61,-0.86,9.28,0.0,-0.02,-0.02,32
0.74,-0.92,9.21,-0.03,-0.0,-0.03,32
0.8,-0.94,9.21,-0.02,0.01,-0.01,32
0.71,-0.98,9.14,-0.02,0.01,-0.0,32
0.66,-0.96,9.17,0.01,-0.01,0.0,32
0.59,-0.85,9.2,0.0,-0.0,-0.01,32
0.62,-0.88,9.22,-0.01,0.0,-0.02,32
0.63,-0.92,9.26,-0.01,-0.01,-0.03,32
0.68,-0.95,9.19,-0.02,-0.0,-0.04,32
0.75,-0.89,9.22,0.01,-0.03,-0.03,32
0.68,-0.92,9.23,-0.0,-0.01,-0.03,32
0.72,-0.89,9.24,-0.01,0.01,-0.02,32
0.68,-0.92,9.22,-0.02,0.02,-0.02,32
0.65,-0.96,9.13,-0.01,0.0,-0.02,32
0.74,-0.93,9.22,0.0,0.01,-0.03,32
0.79,-0.89,9.17,0.0,0.02,0.0,32
0.59,-0.89,9.06,0.02,0.05,0.02,32
0.4,-0.9,9.07,0.07,0.04,-0.03,32
0.63,-0.91,8.79,0.14,0.04,-0.05,32
0.07,-0.97,8.79,0.29,0.08,-0.05,32
1.85,-0.72,10.09,0.13,0.35,-0.12,32
1.91,-0.06,10.41,0.04,0.68,0.04,32
2.91,-0.18,13.72,-0.07,0.95,0.05,32
4.05,1.07,16.92,-0.34,0.59,0.32,32
3.92,1.47,17.38,-1.68,1.85,0.5,32
2.75,1.93,13.73,-2.68,2.47,0.6,32
2.15,2.65,11.54,-3.12,1.94,0.82,32
0.58,3.18,9.48,-3.85,2.28,0.95,32
-1.18,2.95,6.06,-4.45,2.22,0.92,32
-3.56,1.91,2.21,-4.65,1.98,0.97,32
-6.0,1.17,-0.39,-4.84,2.35,0.65,32
-7.24,0.53,-5.66,-5.11,2.6,0.02,32
-6.47,-1.41,-11.43,-3.96,1.47,-0.13,32
-6.04,-3.17,-13.38,-2.37,0.31,0.1,32
-6.89,-5.08,-12.28,-0.96,-0.17,0.29,32
-6.17,-5.58,-7.98,-0.23,-0.48,0.13,32
1.18,-0.21,8.7,0.04,0.04,-0.03,33
1.13,-0.06,9.19,0.14,0.0,-0.03,33
1.24,0.09,9.58,0.09,0.02,-0.05,33
1.27,0.13,9.36,0.0,0.06,-0.05,33
1.26,0.06,9.25,-0.01,0.1,-0.05,33
1.08,0.02,9.15,-0.0,0.08,-0.03,33
1.04,-0.02,9.12,0.04,0.05,-0.04,33
1.13,0.1,9.23,0.07,0.01,-0.03,33
1.09,0.22,9.37,0.04,0.0,-0.01,33
1.05,0.16,9.23,0.02,0.01,-0.01,33
1.08,0.15,9.33,0.02,-0.01,-0.01,33
1.06,0.16,9.14,0.0,0.0,-0.01,33
1.05,0.17,9.33,0.02,-0.0,-0.01,33
1.06,0.16,9.2,0.0,-0.02,-0.01,33
1.1,0.2,9.31,0.01,-0.01,-0.01,33
1.08,0.2,9.27,-0.01,-0.01,-0.02,33
1.02,0.15,9.18,-0.02,-0.02,0.0,33
1.05,0.17,9.23,0.01,-0.0,-0.03,33
1.12,0.18,9.22,-0.0,-0.01,-0.02,33
1.06,0.18,9.21,0.0,0.0,-0.02,33
1.07,0.18,9.21,0.01,0.02,-0.03,33
1.02,0.21,9.19,0.0,0.01,-0.02,33
0.97,0.23,9.23,0.02,-0.0,-0.03,33
1.06,0.22,9.27,0.01,0.04,-0.05,33
1.06,0.17,9.04,0.02,0.11,-0.05,33
0.49,0.35,8.92,0.07,0.25,-0.11,33
1.24,-0.28,9.39,0.12,0.38,-0.18,33
-0.82,0.23,8.76,0.29,1.19,-0.16,33
0.25,0.99,16.05,-0.32,3.66,-1.17,33
1.64,2.3,18.75,-0.67,2.07,-0.98,33
2.29,2.83,18.54,-2.06,1.43,-0.18,33
1.19,2.74,13.91,-3.15,1.85,-0.09,33
1.86,3.02,10.04,-3.43,1.47,0.23,33
0.36,3.51,8.97,-3.78,1.57,0.57,33
-0.97,3.54,6.24,-4.25,1.48,0.66,33
-2.79,3.37,3.99,-4.65,1.33,1.19,33
-7.12,2.22,-0.64,-5.09,1.43,0.99,33
-8.18,0.84,-6.78,-5.12,2.05,0.57,33
-8.58,-1.33,-10.63,-4.11,1.1,-0.02,33
-7.2,-3.45,-13.28,-2.58,0.51,-0.06,33
-6.16,-4.67,-12.73,-1.26,-0.01,-0.03,33
-6.04,-5.05,-7.75,-0.34,-0.3,0.07,33
0.53,-1.2,9.36,-0.02,-0.01,-0.01,34
0.56,-1.1,9.28,-0.05,0.06,-0.02,34
0.76,-1.16,9.28,-0.11,0.12,0.02,34
0.44,-1.32,8.9,-0.07,0.08,0.08,34
0.04,-1.42,9.02,-0.0,0.01,0.06,34
0.12,-1.4,9.04,0.05,-0.05,0.0,34
0.45,-1.22,9.17,0.07,-0.07,-0.03,34
0.52,-1.13,9.19,0.06,-0.07,-0.01,34
0.42,-1.14,9.25,0.06,-0.07,0.01,34
0.38,-1.19,9.13,0.05,-0.05,-0.02,34
0.42,-1.14,9.09,0.09,-0.09,-0.03,34
0.57,-1.07,9.25,0.09,-0.11,-0.04,34
0.73,-1.03,9.22,0.08,-0.09,-0.03,34
0.73,-0.98,9.16,0.08,-0.08,0.0,34
0.61,-0.96,9.18,0.09,-0.08,0.02,34
0.56,-0.93,9.3,0.08,-0.09,-0.0,34
0.75,-0.85,9.22,0.07,-0.06,-0.03,34
0.79,-0.8,9.42,0.03,-0.03,-0.03,34
0.78,-0.86,9.14,0.0,-0.02,-0.02,34
0.64,-0.87,9.09,0.05,-0.04,-0.03,34
0.64,-0.79,9.22,0.08,-0.06,-0.06,34
0.96,-0.79,9.19,0.04,0.01,-0.07,34
1.01,-0.74,9.35,0.01,0.11,-0.06,34
1.08,-0.88,8.85,-0.0,0.25,-0.05,34
0.52,-0.84,8.55,0.2,0.26,0.02,34
-0.17,-0.58,9.17,0.29,0.55,-0.1,34
1.52,-0.56,9.95,0.27,0.8,-0.06,34
2.19,0.3,12.3,-0.03,1.85,-0.1,34
2.46,1.03,15.52,-0.49,1.57,0.02,34
2.8,1.63,16.18,-0.89,0.9,0.51,34
1.81,1.61,15.34,-2.14,1.97,0.59,34
1.59,2.27,12.61,-2.76,1.78,0.8,34
-0.57,2.71,11.0,-3.29,1.47,1.22,34
-3.3,2.86,8.16,-3.95,1.91,1.17,34
-3.01,3.61,6.49,-4.59,2.04,0.71,34
-3.68,3.94,1.94,-5.51,2.41,0.92,34
-5.64,2.64,-4.76,-5.72,2.79,0.39,34
-7.09,-0.28,-12.13,-5.07,2.85,0.16,34
-8.75,-3.48,-17.05,-2.41,0.29,-0.35,34
-6.31,-4.3,-12.16,-0.53,-0.72,-0.26,34
-7.05,-4.6,-7.54,-0.04,-0.32,-0.08,34
-5.39,-5.36,-6.24,0.11,-0.5,0.08,34
-6.52,-5.94,-4.22,0.31,-0.35,0.33,34
-7.77,-6.16,-3.95,0.37,-0.58,0.27,34
-8.67,-6.34,-2.37,0.49,-0.43,0.08,34
1.09,0.3,9.05,0.05,0.03,0.05,35
0.96,0.41,9.55,0.06,0.01,0.04,35
0.98,0.46,9.29,-0.05,0.06,-0.01,35
0.94,0.32,9.03,0.01,0.01,0.0,35
0.84,0.34,9.32,0.01,-0.01,-0.02,35
1.15,0.41,9.23,0.01,-0.0,-0.03,35
1.06,0.41,9.23,-0.01,0.02,-0.01,35
0.93,0.39,9.24,0.01,-0.0,-0.01,35
0.89,0.43,9.19,-0.01,-0.02,-0.03,35
1.11,0.43,9.35,0.0,-0.0,-0.04,35
1.01,0.38,9.09,-0.01,0.02,-0.01,35
0.99,0.38,9.3,0.01,0.01,-0.02,35
0.99,0.41,9.19,0.0,0.01,-0.02,35
0.95,0.41,9.27,0.01,-0.0,-0.01,35
0.97,0.42,9.2,-0.0,0.01,-0.02,35
1.02,0.47,9.25,-0.0,0.01,-0.01,35
1.08,0.45,9.18,-0.0,0.02,0.03,35
0.84,0.37,9.27,0.0,0.02,0.01,35
0.93,0.43,9.17,0.0,0.01,0.0,35
0.83,0.41,9.25,0.0,0.01,-0.02,35
0.95,0.49,9.33,-0.0,-0.01,-0.02,35
1.06,0.51,9.26,-0.0,-0.0,0.01,35
0.65,0.54,9.24,-0.01,0.06,-0.03,35
0.77,0.36,9.16,0.01,0.09,-0.06,35
0.09,0.31,9.15,0.05,0.07,-0.11,35
0.79,0.45,9.26,0.06,0.5,-0.47,35
2.05,0.1,9.63,0.09,0.85,-0.39,35
0.99,1.61,11.86,0.1,1.63,-0.82,35
4.6,2.69,17.65,-0.44,1.72,-0.76,35
4.91,3.4,18.38,-1.5,1.15,0.24,35
3.07,3.55,15.84,-2.82,1.86,0.51,35
2.23,4.28,12.16,-3.7,2.2,0.66,35
0.49,5.19,10.94,-4.28,1.95,0.91,35
-0.01,6.35,7.28,-5.12,2.0,1.17,35
-2.58,6.0,2.53,-5.77,2.03,1.41,35
-6.7,4.76,-2.85,-6.0,2.36,1.49,35
-7.83,1.79,-10.53,-5.73,2.07,0.73,35
-9.03,-1.84,-16.0,-3.19,0.4,0.58,35
-9.78,-3.79,-13.38,-1.25,-0.48,0.28,35
0.88,-0.18,9.19,0.03,0.05,0.09,36
0.6,-0.24,9.12,0.06,0.05,0.1,36
0.51,-0.14,9.38,0.06,0.06,0.03,36
0.76,-0.08,9.37,0.01,0.01,0.02,36
0.85,-0.08,9.03,0.03,-0.04,0.04,36
0.72,-0.09,9.36,0.03,0.02,0.05,36
0.44,-0.14,9.12,-0.02,0.0,-0.02,36
0.61,-0.13,9.22,0.02,-0.01,-0.08,36
0.78,-0.04,9.33,0.01,-0.04,-0.06,36
0.78,-0.04,9.36,-0.03,-0.0,-0.05,36
0.75,-0.12,9.14,-0.02,0.02,-0.02,36
0.57,-0.11,9.28,-0.02,-0.0,-0.03,36
0.67,-0.12,9.18,0.01,-0.04,-0.04,36
0.77,-0.09,9.24,-0.0,-0.02,-0.04,36
0.7,-0.08,9.26,0.0,-0.01,-0.03,36
0.72,-0.11,9.18,0.01,0.01,-0.02,36
0.72,-0.05,9.38,0.0,-0.02,-0.01,36
0.62,-0.11,9.22,-0.0,-0.04,-0.02,36
0.81,-0.09,9.17,-0.0,-0.04,-0.02,36
0.79,-0.09,9.28,0.0,-0.02,-0.01,36
0.67,-0.08,9.15,0.01,-0.02,-0.02,36
0.75,-0.03,9.36,0.01,-0.03,-0.03,36
0.81,-0.03,9.32,-0.0,-0.01,-0.02,36
0.77,-0.06,9.18,-0.01,-0.0,-0.02,36
0.74,-0.06,9.27,-0.0,-0.0,-0.03,36
0.91,-0.13,9.04,0.01,0.04,-0.02,36
0.69,-0.02,9.29,0.04,0.1,-0.01,36
0.57,-0.25,9.0,0.03,0.25,-0.07,36
0.19,-0.25,8.33,0.32,0.5,-0.06,36
0.26,0.25,10.18,0.31,0.9,-0.13,36
0.67,0.88,11.04,0.52,1.01,-0.23,36
2.69,1.93,15.48,0.33,0.62,-0.05,36
5.37,3.21,17.82,-0.65,0.81,0.09,36
5.2,3.96,16.39,-2.21,2.13,0.44,36
4.79,4.7,13.41,-3.0,2.1,0.87,36
2.13,5.1,11.99,-3.71,2.48,1.18,36
0.5,6.16,8.88,-4.67,2.75,1.13,36
-1.68,6.57,5.8,-5.3,3.11,1.17,36
-4.4,6.24,1.25,-6.26,3.12,0.89,36
-7.84,4.17,-9.91,-6.34,3.58,0.36,36
-9.01,-1.1,-18.57,-3.91,0.68,0.13,36
-8.52,-3.13,-13.55,-1.37,-0.91,0.14,36
-8.93,-4.54,-9.7,-0.83,-0.38,-0.11,36
1.3,-0.45,9.18,-0.02,0.02,-0.03,37
1.36,-0.42,9.22,-0.02,0.02,-0.04,37
1.36,-0.44,9.15,-0.0,-0.0,-0.02,37
1.33,-0.44,9.18,0.0,-0.01,-0.02,37
1.37,-0.44,9.11,0.02,-0.02,-0.01,37
1.37,-0.43,9.23,0.03,-0.02,-0.01,37
1.28,-0.38,9.24,0.03,-0.03,-0.02,37
1.36,-0.34,9.32,0.03,-0.05,-0.03,37
1.47,-0.34,9.21,0.01,-0.04,-0.03,37
1.36,-0.34,9.25,0.0,-0.01,-0.02,37
1.39,-0.39,9.16,-0.0,-0.01,-0.02,37
1.44,-0.3,9.2,0.02,-0.02,-0.03,37
1.43,-0.3,9.28,0.01,-0.03,-0.02,37
1.45,-0.34,9.22,0.0,-0.03,-0.01,37
1.44,-0.32,9.15,0.01,-0.02,-0.01,37
1.4,-0.32,9.28,0.0,-0.01,-0.02,37
1.42,-0.29,9.16,0.01,-0.03,-0.02,37
1.42,-0.31,9.17,0.02,-0.01,-0.04,37
1.47,-0.38,9.08,0.03,-0.0,-0.03,37
1.11,-0.19,9.38,0.06,0.13,-0.11,37
1.05,-0.3,9.48,-0.07,0.14,-0.11,37
1.05,-0.26,8.56,0.08,0.58,-0.28,37
2.83,-0.07,10.78,0.05,1.26,-0.32,37
2.64,0.57,12.49,0.3,0.96,-0.2,37
3.58,1.19,16.85,-0.13,1.41,-0.0,37
4.48,2.09,18.15,-1.5,1.87,0.14,37
4.52,2.8,13.79,-2.61,2.38,0.45,37
3.07,3.55,12.66,-3.21,2.52,0.68,37
1.61,3.97,8.82,-4.05,2.66,0.79,37
-0.63,3.56,5.5,-4.26,2.65,0.89,37
-3.06,2.77,2.65,-4.79,2.39,0.77,37
-5.05,1.57,-1.93,-4.99,2.61,0.52,37
-7.88,0.02,-7.39,-4.57,1.91,0.22,37
-8.04,-2.56,-13.34,-3.39,0.59,0.24,37
-8.57,-4.57,-11.71,-1.3,-0.47,0.34,37
-8.94,-5.29,-9.14,-0.93,-0.02,0.07,37
-7.35,-5.31,-6.71,-0.47,0.24,0.08,37
1.57,-0.43,9.17,0.03,-0.04,-0.06,38
1.67,-0.42,9.27,0.02,-0.03,-0.03,38
1.68,-0.44,9.14,0.02,-0.02,-0.0,38
