ax,ay,az,gx,gy,gz,sequence_id
-4.25,-9.04,-8.52,0.85,-0.46,-0.38,21
-0.88,-8.96,-2.63,0.99,-0.25,-0.74,21
2.32,-1.57,8.49,0.02,0.42,-0.11,22
2.87,-1.14,10.54,-0.07,0.22,-0.03,22
2.01,-1.54,8.6,-0.17,0.17,0.08,22
1.75,-1.76,8.42,-0.03,0.19,0.02,22
1.72,-1.69,8.94,0.13,0.02,-0.02,22
2.2,-1.4,8.92,-0.05,0.01,-0.01,22
1.95,-1.59,8.63,-0.02,0.13,0.02,22
1.79,-1.51,9.31,0.01,0.1,0.03,22
1.81,-1.5,9.13,0.02,-0.07,0.01,22
1.92,-1.54,8.67,0.06,-0.04,0.0,22
1.87,-1.53,8.79,0.13,-0.01,-0.01,22
1.88,-1.3,9.67,0.1,-0.04,-0.06,22
1.93,-1.34,9.25,-0.08,0.12,-0.07,22
1.94,-1.37,9.01,0.01,-0.04,-0.01,22
2.02,-1.38,8.88,0.0,0.02,0.01,22
1.92,-1.42,8.48,0.07,0.07,0.01,22
1.7,-1.36,8.92,0.24,-0.04,0.04,22
1.66,-1.2,10.12,0.18,-0.18,-0.01,22
1.97,-1.14,8.92,-0.03,-0.04,-0.03,22
2.26,-1.16,8.54,0.08,0.01,0.01,22
1.96,-1.09,9.52,0.18,-0.13,0.05,22
2.09,-1.07,9.01,0.08,-0.06,0.09,22
2.19,-1.13,9.57,-0.02,-0.0,0.06,22
0.9,-1.12,11.68,0.02,-0.61,-0.04,22
2.4,-1.39,13.07,-0.44,-1.19,-0.11,22
5.14,-1.65,16.97,-0.71,-0.8,-0.16,22
7.48,0.67,22.79,-1.87,-1.1,0.33,22
8.0,2.44,19.75,-3.8,-0.54,1.11,22
4.25,2.25,12.24,-4.27,-1.16,1.83,22
3.71,3.21,9.32,-5.15,-0.46,1.6,22
2.43,3.13,4.07,-5.35,-0.53,1.93,22
2.37,1.57,-2.4,-5.42,0.27,1.86,22
-1.52,-1.51,-7.15,-4.14,-0.39,1.78,22
-1.17,-3.83,-8.91,-3.08,-0.26,1.4,22
-2.23,-6.15,-10.52,-1.72,-0.55,1.31,22
-3.22,-8.19,-11.42,-0.91,0.09,1.0,22
-4.56,-9.61,-9.3,0.17,0.16,0.48,22
-2.96,-9.95,-5.11,0.6,0.1,-0.14,22
-0.73,-9.47,-1.45,0.48,0.04,-0.45,22
0.44,-9.67,-1.02,0.07,-0.16,-0.35,22
0.38,-9.46,-2.33,-0.22,0.19,-0.17,22
2.64,-0.23,8.96,-0.03,0.0,-0.03,23
2.66,-0.2,9.1,-0.02,0.01,-0.01,23
2.66,-0.24,9.08,-0.01,0.02,0.0,23
2.38,-0.35,9.02,-0.02,0.01,0.0,23
2.6,-0.27,9.1,0.0,-0.02,-0.03,23
2.57,-0.27,9.07,0.0,-0.01,-0.02,23
2.61,-0.28,9.11,-0.01,-0.01,-0.02,23
2.42,-0.34,8.95,0.03,-0.07,-0.03,23
2.75,-0.2,9.1,0.01,-0.06,-0.04,23
2.76,-0.2,9.06,-0.01,-0.02,-0.02,23
2.62,-0.28,9.08,-0.03,0.01,-0.02,23
2.56,-0.28,8.99,0.01,-0.02,-0.03,23
2.66,-0.24,9.1,-0.01,-0.0,-0.03,23
2.62,-0.26,9.05,-0.0,-0.01,-0.01,23
2.67,-0.2,9.07,-0.01,0.01,-0.02,23
2.62,-0.23,9.07,0.01,-0.01,-0.02,23
2.59,-0.28,9.0,0.01,-0.02,-0.03,23
2.7,-0.21,9.14,0.01,-0.02,-0.02,23
2.79,-0.17,9.2,-0.02,0.01,-0.02,23
2.57,-0.26,8.97,-0.03,0.03,-0.01,23
2.49,-0.3,9.08,-0.02,-0.01,-0.03,23
2.72,-0.23,8.97,-0.01,-0.02,-0.03,23
2.67,-0.27,9.13,-0.01,0.02,-0.03,23
2.58,-0.34,9.28,-0.06,0.08,-0.02,23
2.84,-0.45,9.17,-0.09,0.21,-0.01,23
0.98,-0.16,12.48,-0.3,0.22,-0.26,23
4.08,-0.16,13.01,-0.67,0.82,-0.6,23
3.23,1.06,21.94,-0.96,-0.72,-0.1,23
6.81,2.25,21.07,-2.58,-0.68,0.53,23
3.77,2.55,17.82,-4.06,-0.25,1.12,23
3.31,3.43,14.01,-5.39,-0.11,1.03,23
1.71,3.69,8.27,-5.88,-0.78,1.42,23
2.09,3.79,2.27,-6.46,-0.23,1.39,23
-0.23,0.91,-6.21,-5.92,0.44,1.43,23
-0.75,-2.1,-7.44,-3.82,-0.69,1.03,23
-0.3,-3.05,-9.57,-3.22,0.04,1.02,23
-0.7,-5.55,-11.84,-2.03,0.2,0.96,23
-2.47,-7.41,-15.09,-0.81,0.58,0.98,23
-3.96,-8.66,-9.86,0.37,0.55,0.6,23
-3.46,-9.7,-5.46,0.73,0.51,-0.01,23
-1.31,-9.76,-1.86,0.83,-0.33,-0.46,23
0.17,-9.45,-1.3,0.35,-0.19,-0.36,23
0.02,-9.57,-2.31,0.1,-0.27,-0.25,23
-0.27,-9.41,-3.44,-0.04,-0.13,-0.04,23
2.42,-0.68,9.3,0.07,-0.02,-0.02,24
2.49,-0.68,9.11,-0.03,-0.01,-0.02,24
2.58,-0.68,8.92,0.01,-0.03,-0.01,24
2.46,-0.68,9.21,-0.0,-0.02,-0.02,24
2.54,-0.71,8.98,-0.01,-0.0,-0.01,24
2.6,-0.66,9.09,0.02,-0.03,-0.0,24
2.43,-0.72,9.05,-0.0,-0.01,-0.0,24
2.66,-0.64,9.21,0.03,-0.02,-0.03,24
2.51,-0.64,9.12,-0.01,-0.01,-0.02,24
2.53,-0.7,8.87,0.0,0.0,-0.03,24
2.59,-0.61,9.32,0.01,-0.02,-0.03,24
2.55,-0.69,8.88,-0.02,-0.01,-0.03,24
2.52,-0.65,9.02,0.01,-0.01,-0.04,24
2.63,-0.61,9.05,0.01,-0.02,-0.01,24
2.55,-0.62,8.96,0.0,0.0,-0.03,24
2.57,-0.62,9.19,0.01,-0.01,-0.02,24
2.52,-0.63,9.03,-0.03,0.02,-0.04,24
2.52,-0.62,9.04,0.04,-0.03,-0.02,24
2.56,-0.61,9.04,-0.0,-0.0,-0.04,24
2.65,-0.58,9.14,0.02,-0.03,-0.02,24
2.59,-0.6,8.94,0.02,-0.04,-0.01,24
2.6,-0.55,9.1,0.01,-0.01,-0.01,24
2.57,-0.57,9.11,0.03,-0.02,-0.01,24
2.56,-0.6,9.0,-0.02,-0.01,-0.02,24
2.67,-0.66,8.95,0.04,-0.0,-0.03,24
2.7,-0.69,9.0,0.03,-0.04,-0.03,24
1.92,-0.91,9.09,0.16,-0.29,-0.09,24
1.74,-0.48,9.6,0.24,-0.32,-0.38,24
4.07,-0.02,11.8,0.05,-0.21,-0.52,24
6.09,0.46,16.12,-0.33,-0.37,-0.02,24
6.7,1.65,21.43,-1.58,-0.27,0.39,24
6.25,2.3,18.78,-2.88,-0.31,1.01,24
5.4,4.36,19.44,-4.3,-0.24,1.02,24
4.61,5.9,12.97,-5.79,-0.46,1.41,24
2.4,6.86,8.72,-6.78,-0.03,1.69,24
1.48,4.46,-4.09,-6.81,0.32,1.86,24
-2.79,-0.55,-7.85,-4.61,-0.37,1.58,24
-1.17,-2.45,-8.45,-3.3,-1.04,1.08,24
-2.92,-5.71,-11.32,-2.3,-0.63,0.95,24
-3.6,-8.34,-11.78,-1.05,-0.52,0.53,24
-2.75,-9.07,-10.28,-0.34,-0.12,0.12,24
-2.28,-9.48,-7.15,0.31,-0.05,-0.24,24
0.09,-9.28,-3.93,0.26,0.38,-0.35,24
3.18,-0.57,8.76,0.02,0.11,-0.01,25
2.99,-0.53,9.14,0.04,0.02,0.01,25
3.27,-0.51,9.08,-0.05,0.03,-0.01,25
3.17,-0.58,8.76,-0.04,0.03,-0.0,25
3.01,-0.58,8.87,0.01,-0.01,0.01,25
3.11,-0.55,8.98,0.01,0.03,-0.03,25
3.25,-0.5,8.92,0.02,0.02,-0.0,25
2.98,-0.56,8.97,-0.0,-0.01,-0.0,25
2.95,-0.56,8.8,0.03,-0.01,-0.03,25
3.08,-0.45,9.12,0.04,-0.05,-0.04,25
3.27,-0.47,8.81,0.01,0.01,-0.03,25
3.14,-0.43,9.05,0.03,-0.01,-0.01,25
2.88,-0.51,8.89,0.0,-0.01,-0.03,25
3.13,-0.45,9.05,0.03,-0.04,-0.05,25
3.23,-0.43,8.89,0.01,-0.03,-0.04,25
3.18,-0.41,9.03,-0.0,-0.01,-0.02,25
3.12,-0.44,8.94,0.0,-0.01,-0.02,25
3.12,-0.44,8.94,-0.02,-0.0,-0.02,25
3.02,-0.49,8.8,-0.0,-0.03,-0.02,25
3.09,-0.44,8.94,0.02,-0.01,-0.04,25
3.19,-0.42,8.94,0.02,-0.05,-0.03,25
3.21,-0.38,8.88,0.04,-0.03,-0.02,25
3.27,-0.34,9.11,-0.01,0.0,0.01,25
2.94,-0.51,8.64,0.0,0.0,-0.02,25
3.08,-0.49,8.74,0.1,-0.04,-0.06,25
3.38,-0.27,8.93,0.11,-0.1,-0.04,25
3.53,-0.26,9.0,0.12,-0.1,0.03,25
3.11,-0.36,8.98,0.06,-0.06,0.05,25
2.97,-0.29,8.79,0.08,-0.11,-0.05,25
3.02,-0.27,8.65,0.12,-0.03,-0.12,25
3.77,0.11,9.22,0.07,0.17,-0.17,25
3.33,-0.16,9.72,-0.06,0.3,-0.08,25
3.74,-0.02,10.0,-0.41,0.83,-0.28,25
4.0,-0.27,12.11,-0.55,0.76,-0.15,25
5.49,0.22,17.06,-0.36,-0.54,0.29,25
5.97,0.91,19.31,-1.55,-0.13,0.79,25
4.81,2.0,18.38,-2.52,-0.41,1.08,25
3.5,3.48,18.05,-3.41,-0.93,1.34,25
2.87,5.07,15.4,-4.68,-1.08,1.42,25
2.03,5.79,9.07,-5.95,-0.81,1.78,25
-0.08,4.3,1.67,-6.1,-0.72,1.97,25
-2.13,1.33,-4.64,-5.52,-0.3,1.81,25
-1.84,-1.78,-8.21,-3.97,-0.95,1.28,25
-1.27,-3.78,-8.88,-2.96,-0.6,1.2,25
-2.42,-6.21,-11.73,-2.26,0.4,1.13,25
-3.28,-8.35,-12.38,-1.06,0.35,0.75,25
-3.63,-9.03,-10.92,-0.33,0.59,0.25,25
2.96,-0.38,9.2,0.06,-0.03,0.03,26
2.73,-0.38,9.24,-0.02,0.02,0.01,26
2.57,-0.47,8.9,-0.03,-0.0,-0.01,26
2.72,-0.45,8.93,0.02,-0.02,-0.05,26
2.96,-0.31,9.24,0.01,-0.04,-0.04,26
2.9,-0.38,8.94,-0.01,-0.02,-0.02,26
2.75,-0.4,8.86,0.04,-0.03,-0.03,26
2.76,-0.37,9.13,0.04,-0.05,-0.05,26
3.03,-0.28,9.11,-0.0,-0.01,-0.04,26
2.91,-0.32,8.88,-0.0,0.01,-0.02,26
2.79,-0.38,9.01,0.02,-0.01,-0.0,26
2.75,-0.34,8.95,0.03,-0.02,-0.04,26
2.87,-0.31,8.87,0.07,-0.05,-0.03,26
3.06,-0.15,9.26,0.04,-0.03,-0.04,26
3.03,-0.17,9.17,-0.03,-0.01,0.0,26
2.82,-0.34,8.81,-0.03,0.02,0.01,26
2.79,-0.31,9.05,0.03,-0.02,-0.0,26
2.79,-0.25,9.11,-0.01,-0.09,0.0,26
2.83,-0.35,8.55,0.04,-0.06,-0.03,26
3.01,-0.21,9.17,0.07,-0.06,-0.04,26
3.17,-0.12,9.0,-0.02,0.01,-0.02,26
2.99,-0.25,8.91,0.01,0.03,0.0,26
2.69,-0.24,9.07,0.02,0.01,-0.02,26
2.93,-0.13,9.08,-0.01,-0.02,-0.04,26
3.1,-0.26,8.87,0.02,-0.01,-0.02,26
2.63,-0.3,8.86,0.02,0.03,-0.04,26
2.96,0.01,9.08,0.05,-0.0,-0.1,26
3.11,-0.23,8.91,0.03,0.06,-0.06,26
2.87,-0.06,8.76,0.01,0.22,-0.13,26
3.11,-0.45,9.59,0.05,0.19,-0.07,26
2.89,-0.6,8.56,0.05,0.52,-0.16,26
4.18,0.19,12.86,-0.33,1.48,-0.21,26
3.8,0.87,17.77,-0.17,-0.16,0.19,26
4.05,1.49,22.5,-1.51,-0.23,0.7,26
4.03,3.47,20.3,-2.96,-0.3,0.96,26
2.57,5.09,17.76,-4.16,-0.7,1.22,26
0.74,6.56,14.45,-5.57,-0.69,1.28,26
1.17,6.35,6.12,-6.21,-1.02,1.36,26
2.22,5.86,0.8,-6.74,0.2,1.65,26
-1.64,1.32,-8.41,-5.81,-0.09,1.72,26
-1.84,-2.88,-10.86,-3.58,0.01,1.16,26
-3.28,-5.25,-12.59,-2.38,-0.27,0.88,26
-2.53,-8.02,-13.01,-1.06,0.26,0.45,26
-2.55,-9.18,-10.85,-0.12,0.35,0.09,26
-1.16,-9.38,-6.82,0.55,0.22,-0.16,26
2.72,-0.34,9.05,-0.02,0.01,-0.01,27
2.72,-0.37,8.87,0.0,0.02,-0.02,27
2.67,-0.38,9.01,0.04,-0.05,-0.01,27
2.77,-0.3,9.07,0.04,-0.07,-0.02,27
2.86,-0.27,9.13,0.02,-0.02,0.01,27
2.6,-0.32,9.0,-0.03,0.03,-0.01,27
2.67,-0.28,9.0,0.03,-0.03,-0.03,27
2.74,-0.28,9.03,0.0,-0.01,-0.03,27
2.89,-0.23,9.0,0.02,-0.03,-0.03,27
2.78,-0.24,9.01,0.01,-0.01,-0.02,27
2.77,-0.25,9.02,0.01,-0.02,-0.01,27
2.72,-0.24,9.03,0.01,-0.01,-0.03,27
2.78,-0.22,9.12,-0.0,-0.03,-0.02,27
2.9,-0.22,8.96,0.0,-0.01,-0.03,27
2.75,-0.21,9.02,0.01,-0.02,-0.01,27
2.87,-0.21,9.15,-0.01,-0.01,-0.02,27
2.66,-0.26,8.87,0.0,-0.02,-0.02,27
2.69,-0.21,9.17,0.0,-0.04,-0.04,27
2.79,-0.21,8.94,-0.01,-0.02,-0.07,27
2.89,-0.15,8.97,0.02,-0.04,-0.05,27
2.89,-0.17,8.99,0.02,-0.01,-0.04,27
2.87,-0.16,8.96,0.01,-0.0,-0.03,27
2.85,-0.2,8.7,0.06,-0.03,-0.03,27
2.91,-0.11,9.29,0.09,-0.09,0.01,27
2.87,-0.06,9.18,0.02,-0.07,-0.0,27
2.81,-0.12,8.84,0.01,-0.01,-0.04,27
2.88,-0.02,9.17,0.01,-0.04,-0.03,27
3.11,-0.12,9.03,-0.03,0.01,-0.04,27
2.88,-0.38,9.02,-0.02,0.0,-0.02,27
3.23,0.12,10.7,-0.12,0.26,-0.15,27
3.04,0.59,12.13,-0.77,0.79,-0.23,27
5.26,0.27,15.05,-0.6,0.04,-0.01,27
4.23,0.87,19.19,-1.49,0.27,0.43,27
4.53,1.56,19.52,-2.9,0.43,0.69,27
2.59,2.01,16.76,-3.68,-0.67,1.06,27
2.35,3.07,13.82,-4.83,-0.57,1.12,27
1.45,3.15,7.44,-5.67,-0.25,1.18,27
1.09,2.37,2.1,-5.94,0.36,1.24,27
-0.15,0.08,-4.36,-5.51,0.46,1.24,27
-0.58,-2.77,-6.92,-3.95,0.23,0.91,27
-0.13,-3.97,-7.31,-3.39,0.83,0.52,27
0.39,-6.44,-9.51,-2.26,0.71,0.7,27
-1.36,-7.8,-10.61,-1.65,0.5,0.45,27
-1.31,-8.9,-12.11,-0.41,-0.13,0.24,27
-1.36,-9.18,-8.97,0.29,-0.03,0.02,27
2.53,-0.66,8.74,-0.02,0.02,-0.04,28
2.62,-0.66,9.12,0.02,-0.02,-0.04,28
2.72,-0.54,9.05,-0.01,0.01,-0.04,28
2.68,-0.58,9.1,-0.01,-0.0,-0.0,28
2.57,-0.61,8.99,0.01,0.02,-0.01,28
2.6,-0.62,8.94,-0.01,-0.0,-0.03,28
2.66,-0.61,9.01,0.03,-0.03,-0.03,28
2.65,-0.53,9.2,0.0,0.0,-0.03,28
2.65,-0.57,9.03,-0.03,-0.01,-0.01,28
2.55,-0.63,8.94,0.01,-0.01,-0.02,28
2.6,-0.59,9.09,0.01,0.0,-0.03,28
2.61,-0.56,9.09,-0.01,0.0,-0.03,28
2.63,-0.6,9.03,-0.02,0.02,-0.02,28
2.61,-0.65,8.89,0.0,0.02,-0.03,28
2.53,-0.54,9.13,0.02,-0.0,-0.02,28
2.65,-0.56,9.17,-0.0,-0.02,-0.01,28
2.66,-0.57,8.8,0.01,0.01,-0.01,28
2.57,-0.53,9.25,0.03,0.01,0.0,28
2.47,-0.52,9.06,-0.02,-0.01,-0.0,28
2.51,-0.55,9.18,0.02,-0.04,-0.02,28
2.6,-0.55,8.99,-0.03,-0.0,-0.04,28
2.49,-0.56,8.98,0.03,-0.01,-0.03,28
2.65,-0.46,9.24,-0.01,-0.02,-0.02,28
2.61,-0.56,8.86,-0.0,0.01,-0.03,28
2.79,-0.54,9.17,0.02,-0.01,-0.0,28
2.56,-0.52,8.92,0.01,-0.01,0.01,28
2.47,-0.44,9.11,0.02,-0.01,-0.02,28
2.53,-0.46,9.22,0.01,-0.04,-0.03,28
2.68,-0.48,8.94,-0.01,0.01,-0.05,28
2.65,-0.44,9.2,0.0,-0.02,-0.02,28
2.4,-0.54,8.99,-0.01,-0.04,-0.03,28
2.46,-0.57,8.96,0.03,-0.08,-0.08,28
2.68,-0.7,8.91,0.07,-0.18,-0.08,28
2.57,-0.41,8.87,0.1,-0.16,-0.14,28
2.67,-0.62,9.32,0.12,-0.13,-0.21,28
2.5,-0.2,9.8,0.01,0.12,-0.32,28
2.68,0.08,13.47,-0.4,0.35,-0.49,28
4.51,0.75,17.17,-0.86,-0.36,-0.33,28
5.88,1.46,20.69,-1.6,-1.04,0.28,28
6.32,2.38,18.82,-3.03,-0.79,0.76,28
5.77,2.42,14.74,-3.74,-1.02,1.3,28
4.21,3.13,12.16,-4.72,-0.61,1.55,28
3.57,3.03,6.11,-5.27,-0.41,1.78,28
2.79,3.35,1.2,-5.71,0.38,2.16,28
2.44,2.28,-3.74,-5.72,1.55,2.42,28
-0.77,-1.2,-8.74,-4.8,1.4,2.18,28
-1.24,-4.64,-11.74,-2.95,0.34,1.53,28
-1.42,-6.34,-10.09,-1.73,0.22,1.14,28
-4.07,-8.4,-11.84,-1.05,0.14,0.74,28
-3.82,-8.87,-10.02,-0.11,-0.29,0.07,28
-3.13,-9.2,-7.67,0.3,-0.31,-0.32,28
2.88,-0.7,8.88,0.02,0.01,-0.04,29
2.84,-0.62,9.24,0.01,-0.02,0.0,29
2.81,-0.7,8.96,-0.03,0.01,0.0,29
2.63,-0.76,8.95,-0.0,-0.01,-0.01,29
2.68,-0.82,8.91,0.02,-0.02,-0.04,29
2.82,-0.69,8.97,0.01,-0.02,-0.05,29
2.88,-0.66,9.09,0.01,-0.02,-0.03,29
2.81,-0.66,9.07,0.01,-0.0,-0.02,29
2.76,-0.64,9.08,-0.01,-0.01,-0.03,29
2.73,-0.69,8.86,-0.01,0.0,-0.02,29
2.76,-0.68,9.03,0.01,-0.01,-0.04,29
2.71,-0.67,9.02,-0.0,-0.02,-0.05,29
2.83,-0.59,9.06,-0.01,0.01,-0.07,29
2.88,-0.69,8.89,0.0,-0.01,-0.04,29
2.82,-0.65,9.07,0.01,-0.01,-0.04,29
2.86,-0.61,9.07,-0.01,0.01,-0.02,29
2.82,-0.67,8.78,0.02,0.0,0.0,29
2.5,-0.7,9.0,0.06,-0.02,-0.03,29
2.67,-0.61,8.94,0.07,-0.09,-0.06,29
3.05,-0.55,8.83,0.09,-0.06,-0.07,29
3.03,-0.46,9.0,0.12,-0.06,-0.03,29
2.9,-0.41,9.27,0.07,-0.05,-0.02,29
2.92,-0.4,9.17,0.01,-0.01,-0.04,29
3.06,-0.41,8.94,-0.02,0.01,-0.0,29
2.82,-0.45,9.01,-0.0,-0.0,0.0,29
2.87,-0.43,8.98,-0.01,-0.01,-0.0,29
2.82,-0.45,8.92,0.01,-0.02,-0.01,29
2.82,-0.37,9.05,0.01,-0.01,-0.03,29
2.83,-0.45,9.0,0.02,-0.06,-0.03,29
3.03,-0.48,8.86,0.03,-0.07,-0.02,29
2.78,-0.33,9.16,0.05,-0.04,-0.05,29
3.0,-0.79,8.76,-0.02,0.11,-0.09,29
2.05,-0.36,8.83,0.15,0.29,-0.34,29
3.82,-0.42,11.15,-0.12,0.44,-0.48,29
3.22,0.33,12.99,0.34,-0.53,-0.3,29
7.38,2.29,21.75,-0.68,-0.72,0.26,29
5.29,2.54,19.32,-2.3,-0.21,0.91,29
5.21,3.56,19.1,-3.49,-0.23,0.99,29
4.66,4.81,15.5,-4.72,-0.58,1.26,29
3.4,6.02,12.77,-5.83,-0.52,1.69,29
1.8,5.77,3.19,-6.91,0.07,2.12,29
-0.85,2.67,-4.82,-6.51,0.38,1.82,29
-1.85,-1.65,-9.97,-4.27,-0.66,1.43,29
-0.42,-2.9,-7.76,-2.94,-0.55,1.09,29
-0.5,-5.0,-10.32,-2.33,0.38,1.18,29
-2.03,-7.37,-10.76,-1.49,0.45,1.15,29
-3.2,-8.51,-11.07,-0.81,0.78,0.69,29
2.97,-0.58,8.73,-0.01,0.01,-0.04,30
3.04,-0.55,9.05,0.03,0.01,-0.03,30
2.96,-0.53,9.12,-0.03,-0.0,-0.0,30
2.98,-0.56,8.82,-0.01,0.01,-0.01,30
2.94,-0.62,8.97,0.02,0.0,-0.02,30
2.87,-0.56,8.94,0.02,-0.01,-0.02,30
2.9,-0.57,8.96,0.03,-0.02,-0.04,30
2.95,-0.48,9.0,0.04,-0.04,-0.04,30
3.1,-0.45,9.2,-0.02,-0.0,-0.03,30
2.97,-0.49,8.74,-0.0,0.01,-0.02,30
2.94,-0.49,9.11,0.01,-0.0,-0.02,30
2.95,-0.5,8.97,-0.02,0.0,-0.04,30
2.96,-0.48,8.96,0.0,0.0,-0.05,30
2.9,-0.51,9.02,0.01,-0.01,-0.05,30
2.99,-0.48,8.99,-0.02,-0.01,-0.06,30
3.06,-0.5,8.9,-0.02,-0.01,-0.03,30
3.02,-0.5,8.86,0.02,-0.02,-0.02,30
2.95,-0.48,9.0,0.02,-0.02,-0.02,30
2.96,-0.48,8.81,0.04,0.0,-0.04,30
3.01,-0.4,9.15,0.03,-0.03,-0.02,30
3.04,-0.38,9.01,-0.02,-0.01,-0.02,30
2.99,-0.5,8.82,0.01,-0.0,-0.03,30
2.97,-0.37,9.25,0.01,-0.03,-0.03,30
2.93,-0.43,8.74,-0.01,-0.03,-0.03,30
3.09,-0.43,8.94,0.04,-0.03,-0.02,30
3.06,-0.37,9.04,0.02,-0.0,-0.01,30
2.99,-0.4,9.01,0.0,-0.02,0.01,30
2.92,-0.4,8.82,0.02,-0.01,-0.02,30
2.98,-0.34,9.11,0.01,-0.03,-0.02,30
2.9,-0.4,8.86,0.03,-0.04,-0.04,30
3.0,-0.4,9.0,0.03,-0.07,-0.05,30
2.91,-0.71,8.87,0.08,-0.14,-0.09,30
2.67,-0.65,9.33,0.08,-0.2,-0.13,30
3.41,-0.01,10.8,-0.2,0.25,-0.4,30
4.12,-0.11,11.16,-0.59,0.92,-0.26,30
5.58,1.58,18.44,-0.61,-0.07,0.1,30
5.7,1.89,20.41,-1.93,-0.1,0.83,30
4.0,2.36,19.03,-3.42,0.3,0.96,30
2.71,2.66,15.1,-4.18,-1.05,0.99,30
2.29,2.83,11.21,-5.01,-0.86,0.97,30
2.9,2.62,5.47,-5.81,0.0,1.1,30
2.44,1.39,-0.47,-5.71,0.53,1.36,30
0.92,-1.19,-5.39,-4.97,0.65,1.38,30
0.43,-3.32,-7.16,-3.8,0.77,1.32,30
-0.45,-5.37,-8.46,-2.87,0.42,1.18,30
-1.67,-6.87,-8.89,-2.01,-0.07,0.97,30
-2.2,-8.05,-10.76,-1.21,-0.28,0.69,30
-2.42,-8.45,-9.92,-0.46,-0.06,0.27,30
-2.24,-8.72,-9.02,0.06,0.04,0.02,30
3.03,-0.35,8.97,-0.03,0.02,-0.02,31
2.92,-0.36,8.92,-0.0,0.01,0.0,31
2.85,-0.43,8.93,0.02,-0.01,-0.02,31
2.9,-0.41,8.83,0.02,-0.03,-0.03,31
2.94,-0.3,9.05,0.09,-0.06,-0.03,31
3.05,-0.29,9.46,0.01,-0.03,-0.02,31
2.94,-0.38,8.86,-0.07,0.02,-0.03,31
2.97,-0.31,8.98,-0.01,0.0,-0.02,31
2.83,-0.38,9.0,0.0,-0.01,-0.02,31
2.92,-0.36,8.97,-0.01,0.02,-0.04,31
2.95,-0.33,8.9,0.02,-0.01,-0.03,31
3.03,-0.32,9.1,-0.01,-0.03,-0.01,31
2.91,-0.34,8.83,0.02,-0.01,-0.03,31
3.0,-0.29,9.05,0.02,-0.0,-0.02,31
3.01,-0.24,9.16,0.03,0.01,-0.01,31
3.01,-0.28,9.1,-0.06,0.04,0.0,31
2.89,-0.41,8.66,-0.02,0.01,0.0,31
2.88,-0.36,8.91,0.05,-0.01,-0.0,31
3.0,-0.26,9.13,0.03,0.0,-0.01,31
2.9,-0.28,8.97,0.01,0.0,0.01,31
2.83,-0.27,8.95,0.02,-0.0,-0.01,31
2.86,-0.24,8.83,0.06,0.03,-0.04,31
2.98,-0.19,9.27,0.08,0.0,-0.03,31
2.92,-0.19,9.12,-0.01,0.01,-0.01,31
2.93,-0.27,8.77,0.03,-0.03,0.0,31
2.99,-0.22,8.77,0.08,-0.03,0.03,31
2.71,-0.37,9.01,0.09,-0.04,0.01,31
2.58,-0.22,8.93,0.08,0.02,-0.11,31
2.91,-0.11,9.31,0.09,-0.04,-0.13,31
3.32,0.05,9.31,-0.11,0.08,-0.11,31
2.87,0.05,9.63,-0.02,0.6,-0.23,31
4.09,0.3,10.25,-0.15,0.88,-0.18,31
3.17,1.49,18.1,0.16,0.0,-0.1,31
4.66,2.95,20.95,-1.11,-0.52,0.16,31
5.69,4.13,19.86,-2.47,-0.7,0.84,31
3.68,4.19,16.07,-3.84,-0.18,1.23,31
1.86,4.23,12.61,-5.11,-0.19,1.12,31
0.22,3.79,9.22,-5.76,-0.57,1.28,31
0.79,4.61,4.73,-6.94,-0.23,1.18,31
0.82,2.19,-5.11,-6.56,0.11,1.39,31
0.51,-1.9,-10.79,-5.22,0.62,1.2,31
0.37,-4.0,-11.82,-2.98,0.23,0.96,31
0.52,-4.96,-11.69,-2.25,0.54,1.04,31
-1.54,-7.66,-13.77,-0.97,0.44,1.07,31
-2.51,-8.68,-9.41,0.14,0.25,0.49,31
-1.71,-8.95,-6.63,0.42,0.13,0.17,31
3.05,-0.35,8.9,0.02,-0.02,-0.0,32
2.98,-0.33,8.97,0.02,-0.01,-0.03,32
3.18,-0.29,9.11,-0.01,-0.01,-0.02,32
3.04,-0.29,9.0,-0.04,0.0,-0.02,32
3.05,-0.35,8.89,-0.04,0.01,-0.01,32
3.0,-0.38,8.92,0.0,-0.02,-0.03,32
3.06,-0.33,8.86,0.0,-0.03,-0.04,32
3.21,-0.26,8.99,0.03,-0.02,-0.02,32
3.03,-0.27,9.06,-0.0,-0.0,-0.02,32
3.09,-0.3,8.92,-0.03,0.02,-0.03,32
3.0,-0.36,8.77,0.02,-0.0,-0.04,32
3.18,-0.26,9.14,-0.0,0.02,-0.04,32
3.13,-0.27,9.08,-0.03,-0.01,-0.01,32
2.97,-0.34,8.88,-0.1,0.04,-0.03,32
3.11,-0.39,8.6,0.01,-0.01,-0.03,32
3.09,-0.31,9.19,0.02,-0.01,-0.02,32
3.12,-0.28,8.91,-0.09,0.06,-0.03,32
3.06,-0.44,8.7,-0.01,0.06,-0.02,32
2.82,-0.38,9.17,0.02,-0.01,-0.01,32
2.98,-0.34,8.95,0.0,-0.02,-0.04,32
3.15,-0.28,9.0,0.03,-0.05,-0.02,32
3.15,-0.27,9.08,-0.04,0.06,-0.03,32
2.88,-0.36,8.91,-0.03,0.02,-0.0,32
